ID_PLANO;CD_PLANO;NM_PLANO;CD_OPERADORA;RAZAO_SOCIAL;GR_MODALIDADE;PORTE_OPERADORA;VIGENCIA_PLANO;CONTRATACAO;GR_CONTRATACAO;SGMT_ASSISTENCIAL;GR_SGMT_ASSISTENCIAL;LG_ODONTOLOGICO;OBSTETRICIA;COBERTURA;TIPO_FINANCIAMENTO;ABRANGENCIA_COBERTURA;FATOR_MODERADOR;ACOMODACAO_HOSPITALAR;LIVRE_ESCOLHA;SITUACAO_PLANO;DT_SITUACAO;DT_REGISTRO_PLANO;DT_ATUALIZACAO;ANO_REGISTRO
18241145;485436205;Amil Fácil S60 QC SP BX Jundiaí GM PJA;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo por adesão;Coletivo por adesão;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Coletiva;Ausente;Ativo;22/04/2020;22/04/2020;30/08/2022;2020
18161781;483609190;Dental P2500 R PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pre-estabelecido;Nacional;Ausente;Não se aplica;Parcial sem internação;Ativo;09/08/2019;09/08/2019;30/08/2022;2019
18225899;485020203;Dental P7000 R Copart PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pre-estabelecido;Nacional;Co-participacão;Não se aplica;Parcial sem internação;Ativo;02/03/2020;02/03/2020;30/08/2022;2020
18300830;486833201;Amil E90 QP SP SC MT ES GM Copart PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Individual;Ausente;Ativo;17/09/2020;17/09/2020;30/08/2022;2020
18299734;486796203;Dental E400 Nac PJ ADM;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pós-estabelecido;Nacional;Ausente;Não se aplica;Ausente;Ativo;14/09/2020;14/09/2020;30/08/2022;2020
18299854;486799208;Amil One S1500 QP Nac R PJ ADM;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pós-estabelecido;Nacional;Ausente;Individual;Parcial com internação;Ativo;14/09/2020;14/09/2020;30/08/2022;2020
18299864;486800205;Amil One S1500 QP Nac R Copart PJ ADM;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pós-estabelecido;Nacional;Co-participacão;Individual;Parcial com internação;Ativo;14/09/2020;14/09/2020;30/08/2022;2020
18299914;486805206;Dental E200 Prot Nac PJ ADM;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pós-estabelecido;Nacional;Ausente;Não se aplica;Ausente;Ativo;14/09/2020;14/09/2020;30/08/2022;2020
18268840;486050201;Amil Fácil S40 QC RJ GM PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Coletiva;Ausente;Ativo;26/06/2020;26/06/2020;30/08/2022;2020
18305853;486951206;Amil 200 QC Gr. Munic. SP Copart R PJ ADM;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pós-estabelecido;Grupo de municípios;Co-participacão;Coletiva;Parcial com internação;Ativo;02/10/2020;02/10/2020;30/08/2022;2020
18322574;487400205;Blue 200 Plus QP GM R PJA;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo por adesão;Coletivo por adesão;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Individual;Parcial com internação;Ativo;12/11/2020;12/11/2020;30/08/2022;2020
18306477;486985201;Dental E500 Nac R PJ ADM;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pós-estabelecido;Nacional;Ausente;Não se aplica;Parcial sem internação;Ativo;05/10/2020;05/10/2020;30/08/2022;2020
18306562;486991205;Dental E500 Nac PJ ADM;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pós-estabelecido;Nacional;Ausente;Não se aplica;Ausente;Ativo;05/10/2020;05/10/2020;30/08/2022;2020
18306726;487001208;Dental P2000 Nac R Copart PJ ADM;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pós-estabelecido;Nacional;Co-participacão;Não se aplica;Parcial sem internação;Ativo;05/10/2020;05/10/2020;30/08/2022;2020
18348380;488121214;Amil Fácil S80 QC BH Região GM R Copart S/Obst PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar sem obstetrícia;Ambulatorial + Hospitalar;0;Sem Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Coletiva;Parcial com internação;Ativo;11/02/2021;11/02/2021;30/08/2022;2021
18348392;488122212;Amil Fácil S80 QP BH Região GM R PJ ADM;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pós-estabelecido;Grupo de municípios;Ausente;Individual;Parcial com internação;Ativo;11/02/2021;11/02/2021;30/08/2022;2021
18348500;488131211;Amil Fácil S80 QC BH Região GM Copart PJ ADM;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pós-estabelecido;Grupo de municípios;Co-participacão;Coletiva;Ausente;Ativo;11/02/2021;11/02/2021;30/08/2022;2021
18357625;488421213;Amil Fácil S60 QC SP Mais GM Copart PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Coletiva;Ausente;Ativo;22/03/2021;22/03/2021;30/08/2022;2021
18365191;488695210;Amil Fácil S80 QP SP RJ DF PR PE GM2 Copart PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Individual;Ausente;Ativo;23/04/2021;23/04/2021;30/08/2022;2021
18410433;489860215;Dental E60 Nac R PF;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Individual ou familiar;Individual ou Familiar;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pre-estabelecido;Nacional;Ausente;Não se aplica;Parcial sem internação;Ativo;20/09/2021;20/09/2021;30/08/2022;2021
18415027;490014216;Amil One S6500 Black QP Nac R Copart S/Obst PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar sem obstetrícia;Ambulatorial + Hospitalar;0;Sem Obstetrícia;Médico-hospitalar;Pre-estabelecido;Nacional;Co-participacão;Individual;Parcial com internação;Ativo;29/09/2021;29/09/2021;30/08/2022;2021
18405761;489742211;Amil Fácil S40 Ana Costa QC GM SP S/Obst PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar sem obstetrícia;Ambulatorial + Hospitalar;0;Sem Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Coletiva;Ausente;Suspenso;07/01/2022;08/09/2021;30/08/2022;2021
18405771;489743219;Amil Fácil S40 Santa Helena QC GM SP Copart S/Obst PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar sem obstetrícia;Ambulatorial + Hospitalar;0;Sem Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Coletiva;Ausente;Suspenso;07/01/2022;08/09/2021;30/08/2022;2021
18405801;489746213;Amil Fácil S40 Santa Helena QC GM SP PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Coletiva;Ausente;Suspenso;07/01/2022;08/09/2021;30/08/2022;2021
18405845;489749218;Amil Fácil S40 Ana Costa QC GM SP Copart PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Coletiva;Ausente;Suspenso;07/01/2022;08/09/2021;30/08/2022;2021
18498236;492457226;Amil Fácil S80 QC SC GM R PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Coletiva;Parcial com internação;Ativo;24/05/2022;24/05/2022;30/08/2022;2022
18498275;492460226;Amil Fácil S80 QP SC GM R Copart PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Individual;Parcial com internação;Ativo;24/05/2022;24/05/2022;30/08/2022;2022
18498286;492461224;Amil Fácil S80 QC SC GM R S/Obst PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar sem obstetrícia;Ambulatorial + Hospitalar;0;Sem Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Coletiva;Parcial com internação;Ativo;24/05/2022;24/05/2022;30/08/2022;2022
18498126;492448227;Amil Fácil S80 QP SC GM Copart S/Obst PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar sem obstetrícia;Ambulatorial + Hospitalar;0;Sem Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Individual;Ausente;Ativo;24/05/2022;24/05/2022;30/08/2022;2022
18498139;492449225;Amil Fácil S80 QC SC GM PJA;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo por adesão;Coletivo por adesão;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Coletiva;Ausente;Ativo;24/05/2022;24/05/2022;30/08/2022;2022
18498088;492445222;Amil Fácil S80 QC SC GM S/Obst PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar sem obstetrícia;Ambulatorial + Hospitalar;0;Sem Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Coletiva;Ausente;Ativo;24/05/2022;24/05/2022;30/08/2022;2022
18480057;491835225;Amil S580 QP Nac R PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Nacional;Ausente;Individual;Parcial com internação;Ativo;29/03/2022;29/03/2022;30/08/2022;2022
18480106;491837221;Amil S580 QP Nac R S/Obst PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar sem obstetrícia;Ambulatorial + Hospitalar;0;Sem Obstetrícia;Médico-hospitalar;Pre-estabelecido;Nacional;Ausente;Individual;Parcial com internação;Ativo;29/03/2022;29/03/2022;30/08/2022;2022
18488914;492088221;Amil Fácil S60 QC RJ GM Copart PJ SUP22;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Coletiva;Ausente;Ativo;27/04/2022;27/04/2022;30/08/2022;2022
18488925;492089229;Amil Fácil S60 QC SP GM PJA SUP22;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo por adesão;Coletivo por adesão;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Coletiva;Ausente;Ativo;27/04/2022;27/04/2022;30/08/2022;2022
18488940;492090222;Amil S750 QP Nac R PJA SUP22;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo por adesão;Coletivo por adesão;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Nacional;Ausente;Individual;Parcial com internação;Ativo;27/04/2022;27/04/2022;30/08/2022;2022
18489009;492096221;Amil Fácil S60 QC SP GM PJ SUP22;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Coletiva;Ausente;Ativo;27/04/2022;27/04/2022;30/08/2022;2022
18498843;492477221;Amil Fácil S60 QC RJ GM2 PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Coletiva;Ausente;Ativo;25/05/2022;25/05/2022;30/08/2022;2022
18483405;491941226;Amil Standard TJRJ Emp Nacional;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pre-estabelecido;Nacional;Ausente;Não se aplica;Ausente;Ativo;08/04/2022;08/04/2022;30/08/2022;2022
18490956;492200220;Amil S450 QC Nac R PJA SUP22;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo por adesão;Coletivo por adesão;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Nacional;Ausente;Coletiva;Parcial com internação;Ativo;29/04/2022;29/04/2022;30/08/2022;2022
18491010;492205221;Amil S450 QP Nac R PJ SUP22;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Nacional;Ausente;Individual;Parcial com internação;Ativo;29/04/2022;29/04/2022;30/08/2022;2022
18491312;492217224;Amil Fácil S60 QC SP Mais GM Copart PJ SUP22;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Coletiva;Ausente;Ativo;29/04/2022;29/04/2022;30/08/2022;2022
18492220;492231220;Amil One Black Nacional PJ QP R SUP22;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Nacional;Ausente;Individual;Parcial com internação;Ativo;03/05/2022;03/05/2022;30/08/2022;2022
18492230;492232228;Amil One Black Nacional PJ QP R Copart SUP22;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Nacional;Co-participacão;Individual;Parcial com internação;Ativo;03/05/2022;03/05/2022;30/08/2022;2022
18492391;492237229;Amil Blue III COLAB QP Nac Copart PJ ADM SUP22;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pós-estabelecido;Nacional;Co-participacão;Individual;Ausente;Ativo;03/05/2022;03/05/2022;30/08/2022;2022
18492432;492241227;Amil Colaborador QC Nac Copart PJ ADM SUP22;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pós-estabelecido;Nacional;Co-participacão;Coletiva;Ausente;Ativo;03/05/2022;03/05/2022;30/08/2022;2022
18531456;493235228;Amil Fácil S60 QC SP BX Jundiaí GM Copart PJ SUP22;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Coletiva;Ausente;Ativo;29/08/2022;29/08/2022;30/08/2022;2022
18168183;483758194;Amil Fácil S60 QC SP BX Jundiaí GM PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Coletiva;Ausente;Suspenso;30/06/2022;29/08/2019;30/08/2022;2019
18168558;483779197;Amil S380 QC Nac R Copart PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Nacional;Co-participacão;Coletiva;Parcial com internação;Suspenso;30/06/2022;29/08/2019;30/08/2022;2019
18168788;483802195;Amil S450 QP Nac R PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Nacional;Ausente;Individual;Parcial com internação;Suspenso;30/06/2022;29/08/2019;30/08/2022;2019
18506773;492712225;Amil Blue IV QP Nac R-1.0. PJ;326305;Amil Assistência Médica Internacional S.A.;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Nacional;Ausente;Individual;Parcial sem internação;Ativo;28/06/2022;28/06/2022;30/08/2022;2022
18198838;484521198;BETA PI C/CO PARTICIPAÇÃO PRIVATIVO;411256;Plano Hospital Samaritano Ltda;Medicina De Grupo;Grande;P;Individual ou familiar;Individual ou Familiar;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Individual;Ausente;Ativo;02/12/2019;02/12/2019;30/08/2022;2019
18401638;489614219;ALPHA EMP COPAR - T QC;411256;Plano Hospital Samaritano Ltda;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Coletiva;Ausente;Ativo;20/08/2021;20/08/2021;30/08/2022;2021
18401693;489619210;GAMA CA COPAR - T QP;411256;Plano Hospital Samaritano Ltda;Medicina De Grupo;Grande;P;Coletivo por adesão;Coletivo por adesão;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Individual;Ausente;Ativo;20/08/2021;20/08/2021;30/08/2022;2021
18201756;484588199;ALPHA I - CCP REDE ABERTA;411256;Plano Hospital Samaritano Ltda;Medicina De Grupo;Grande;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar sem obstetrícia;Ambulatorial + Hospitalar;0;Sem Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Coletiva;Ausente;Suspenso;01/12/2021;11/12/2019;30/08/2022;2019
18110226;482387197;Bronze Pessoa Física;361593;Uniodonto Paulista-Federação Das Cooperativas Odontológicas Do Estado De São Paulo;Cooperativa Odontológica;Média;P;Individual ou familiar;Individual ou Familiar;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pre-estabelecido;Nacional;Ausente;Não se aplica;Ausente;Ativo;27/02/2019;27/02/2019;30/08/2022;2019
18280638;486282201;ODONTO CDL PB;300730;Dental Gold Assistência Odontológica Ltda.;Odontologia De Grupo;Média;P;Coletivo empresarial;Coletivo empresarial;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pre-estabelecido;Grupo de municípios;Ausente;Não se aplica;Ausente;Ativo;26/07/2020;26/07/2020;30/08/2022;2020
18499209;492486220;Cristal Coletivo por Adesão;311391;Uniodonto De Manaus - Cooperativa Odontológica Ltda.;Cooperativa Odontológica;Média;P;Coletivo por adesão;Coletivo por adesão;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pre-estabelecido;Municipal;Ausente;Não se aplica;Ausente;Ativo;26/05/2022;26/05/2022;30/08/2022;2022
18437811;490531218;Sabin Sinai Alcance CA;414905;Vita Assistência A Saúde Ltda.;Medicina De Grupo;Pequena;P;Coletivo por adesão;Coletivo por adesão;Ambulatorial;Ambulatorial;0;Não se aplica;Médico-hospitalar;Pre-estabelecido;Municipal;Co-participacão;Não se aplica;Ausente;Ativo;10/11/2021;10/11/2021;30/08/2022;2021
18201903;484589197;Casa de Saúde Empresarial Confort;421421;2care Operadora De Saúde Ltda.;Medicina De Grupo;Média;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Coletiva;Ausente;Ativo;13/12/2019;13/12/2019;30/08/2022;2019
18254586;485795200;2Care Referência Coletivo Adesão;421421;2care Operadora De Saúde Ltda.;Medicina De Grupo;Média;P;Coletivo por adesão;Coletivo por adesão;Referência;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Coletiva;Ausente;Ativo;26/05/2020;26/05/2020;30/08/2022;2020
18258431;485879204;Casa de Saúde Adesão Confort Copart Mais;421421;2care Operadora De Saúde Ltda.;Medicina De Grupo;Média;P;Coletivo por adesão;Coletivo por adesão;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Individual;Ausente;Ativo;04/06/2020;04/06/2020;30/08/2022;2020
18320578;482850190;Confort Copart Casa de Saúde;421421;2care Operadora De Saúde Ltda.;Medicina De Grupo;Média;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Coletiva;Ausente;Ativo;26/11/2020;09/05/2019;30/08/2022;2019
18437877;490537217;DEX ROL;421421;2care Operadora De Saúde Ltda.;Medicina De Grupo;Média;P;Individual ou familiar;Individual ou Familiar;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pre-estabelecido;Grupo de estados;Ausente;Não se aplica;Parcial sem internação;Ativo;10/11/2021;10/11/2021;30/08/2022;2021
18475292;491722227;Luca Diamante LE1 Apto Ade;421421;2care Operadora De Saúde Ltda.;Medicina De Grupo;Média;P;Coletivo por adesão;Coletivo por adesão;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Municipal;Ausente;Individual;Parcial sem internação;Ativo;14/03/2022;14/03/2022;30/08/2022;2022
18498853;492478229;DEX CLÍNICO DOC CORPORATE;421421;2care Operadora De Saúde Ltda.;Medicina De Grupo;Média;P;Coletivo empresarial;Coletivo empresarial;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pre-estabelecido;Grupo de estados;Ausente;Não se aplica;Parcial sem internação;Ativo;25/05/2022;25/05/2022;30/08/2022;2022
